,A1BG,A1CF,A2M,A2ML1,A2MP1,A3GALT2,A4GALT,A4GNT,AAAS,AACS,AACSP1,AADAC,AADACL2,AADACL3,AADACL4,AADACP1,AADAT,AAED1,AAGAB,AAK1,AAMDC,AAMP,AANAT,AAR2,AARD,AARS,AARS2,AARSD1,AARSP1,AASDH,AASDHPPT,AASS,AATF,AATK,AATK-AS1,AB019438.66,AB019441.29,ABAT,ABBA01000934.1,ABC12-47043100G14.2,ABC12-47964100C23.1,ABC13-47488600E17.1,ABC13-47656900H15.1,ABC13-48559800H2.1,ABC13-48559800H2.2,ABC14-864958H18.2,ABC7-42391500H16.4,ABC7-42404400C24.1,ABC7-42418200C9.1,ABC7-481722F1.1,ABC8-43014700C16.1,ABC9-43961700F1.1,ABCA1,ABCA10,ABCA11P,ABCA12,ABCA13,ABCA17P,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB1,ABCB10,ABCB10P1,ABCB10P3,ABCB10P4,ABCB11,ABCB4,ABCB5,ABCB6,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC11,ABCC12,ABCC13,ABCC2,ABCC3,ABCC4,ABCC5,ABCC6,ABCC6P1,ABCC6P2,ABCC8,ABCC9,ABCD1,ABCD1P2,ABCD1P3,ABCD1P4,ABCD1P5,ABCD2,ABCD3,ABCD4,ABCE1,ABCF1,ABCF2,ABCF2P1,ABCF2P2,ABCF3,ABCG1,ABCG2,ABCG4,ABCG5,ABCG8,ABHD1,ABHD10,ABHD11,ABHD12,ABHD12B,ABHD13,ABHD14A,ABHD14A-ACY1,ABHD14B,ABHD15,ABHD16A,ABHD16B,ABHD17A,ABHD17AP1,ABHD17AP3,ABHD17AP4,ABHD17AP5,ABHD17AP6,ABHD17AP7,ABHD17AP8,ABHD17AP9,ABHD17B,ABHD17C,ABHD18,ABHD2,ABHD3,ABHD4,ABHD5,ABHD6,ABHD8,ABI1,ABI2,ABI3,ABI3BP,ABL1,ABL2,ABLIM1,ABLIM2,ABLIM3,ABO,ABR,ABRA,ABRACL,ABT1,ABT1P1,ABTB1,ABTB2,AC000041.10,AC000041.8,AC000077.2,AC000078.5,AC000081.2,AC000089.3,AC000095.12,AC000095.9,AC000111.4,AC000111.5,AC000362.1,AC000367.1,AC000374.1,AC002056.3,AC002069.5,AC002069.6,AC002075.3,AC002075.4,AC002127.2,AC002310.10,AC002310.11,AC002310.13,AC002310.17,AC002314.4,AC002366.3,AC002398.9,AC002400.1,AC002429.4,AC002429.5,AC002486.2,AC002486.3,AC002519.6,AC002523.1,AC002542.2,AC002543.2,AC002553.4,AC002984.2,AC002985.3,AC003002.4,AC003002.6,AC003005.4,AC003006.7,AC003045.1,AC003080.4,AC003682.17,AC003958.1,AC003958.6,AC003973.1,AC003989.3,AC003989.4,AC004004.2,AC004006.2,AC004019.10,AC004022.7,AC004022.8,AC004057.1,AC004062.2,AC004066.2,AC004069.1,AC004074.4,AC004076.7,AC004076.9,AC004129.7,AC004129.9,AC004158.1,AC004159.1,AC004231.7,AC004381.6,AC004381.8,AC004383.3,AC004386.3,AC004386.4,AC004453.8,AC004461.4,AC004556.1,AC004692.5,AC004754.3,AC004813.1,AC004824.1,AC004824.2,AC004837.3,AC004840.8,AC004854.5,AC004866.1,AC004866.3,AC004870.5,AC004893.10,AC004899.3,AC004911.2,AC004920.2,AC004938.5,AC004941.5,AC004945.1,AC004951.5,AC004953.1,AC004967.7,AC004980.10,AC004980.7,AC004980.8,AC004980.9,AC004985.12,AC004987.10,AC004987.9,AC005008.3,AC005014.5,AC005017.2,AC005019.2,AC005033.6,AC005034.2,AC005040.3,AC005041.11,AC005042.1,AC005042.2,AC005042.3,AC005077.14,AC005077.5,AC005077.7,AC005077.8,AC005086.1,AC005086.2,AC005086.3,AC005094.2,AC005102.1,AC005105.2,AC005154.7,AC005154.8,AC005176.1,AC005176.2,AC005176.3,AC005178.1,AC005189.6,AC005229.5,AC005229.7,AC005237.2,AC005251.3,AC005255.3,AC005255.5,AC005255.6,AC005262.4,AC005281.1,AC005300.5,AC005307.3,AC005336.4,AC005336.5,AC005351.1,AC005357.1,AC005363.9,AC005477.1,AC005480.1,AC005488.11,AC005517.3,AC005522.6,AC005534.6,AC005539.2,AC005559.3,AC005588.2,AC005609.2,AC005626.3,AC005682.6,AC005722.4,AC005730.2,AC005740.3,AC005740.4,AC005741.2,AC005752.10,AC005758.1,AC005776.1,AC005777.3,AC005779.2,AC005786.3,AC005794.1,AC005795.1,AC005822.1,AC005838.2,AC005943.2,AC006011.4,AC006014.7,AC006014.8,AC006022.4,AC006026.1,AC006026.12,AC006026.9,AC006028.11,AC006033.22,AC006042.8,AC006070.12,AC006077.4,AC006115.6,AC006116.13,AC006116.14,AC006116.20,AC006116.22,AC006116.27,AC006130.4,AC006133.3,AC006133.7,AC006153.3,AC006160.8,AC006195.2,AC006262.11,AC006326.3,AC006328.1,AC006328.9,AC006335.10,AC006335.11,AC006335.2,AC006335.6,AC006355.3,AC006366.3,AC006386.1,AC006390.4,AC006427.2,AC006445.1,AC006445.6,AC006445.7,AC006449.1,AC006449.2,AC006461.2,AC006466.5,AC006483.5,AC006486.9,AC006499.1,AC006499.2,AC006499.3,AC006499.4,AC006499.5,AC006499.6,AC006499.7,AC006499.9,AC006509.4,AC006509.7,AC006538.4,AC006539.2,AC006539.3,AC006539.6,AC006548.19,AC006548.26,AC006946.12,AC006960.5,AC006978.6,AC006987.4,AC006987.5,AC006987.6,AC006989.2,AC006994.1,AC006994.3,AC007000.10,AC007016.3,AC007040.11,AC007041.2,AC007064.22,AC007064.25,AC007064.29,AC007115.3,AC007136.1,AC007163.1,AC007192.4,AC007204.3,AC007228.8,AC007229.3,AC007237.2,AC007238.1,AC007253.1,AC007256.5,AC007272.3,AC007274.2,AC007274.5,AC007279.2,AC007283.4,AC007312.3,AC007318.5,AC007322.1,AC007322.3,AC007322.5,AC007322.7,AC007325.1,AC007325.2,AC007325.3,AC007325.4,AC007326.1,AC007326.12,AC007326.9,AC007327.6,AC007347.1,AC007365.4,AC007383.6,AC007386.3,AC007387.2,AC007389.1,AC007389.2,AC007390.4,AC007394.3,AC007395.4,AC007551.2,AC007557.5,AC007559.1,AC007560.1,AC007562.1,AC007563.4,AC007568.1,AC007618.3,AC007677.2,AC007679.1,AC007679.4,AC007742.3,AC007790.4,AC007875.2,AC007881.4,AC007899.3,AC007906.1,AC007908.1,AC007919.18,AC007919.19,AC007967.2,AC007967.3,AC007967.4,AC007969.4,AC007969.5,AC008065.1,AC008069.2,AC008072.1,AC008074.1,AC008074.5,AC008132.13,AC008132.14,AC008155.1,AC008155.2,AC008171.1,AC008173.1,AC008264.4,AC008265.2,AC008268.2,AC008280.1,AC008280.3,AC008427.2,AC008522.1,AC008565.1,AC008592.3,AC008622.1,AC008641.1,AC008686.1,AC008694.2,PAX3,PAX4,PAX5,PAX6,PAX7,PAX8,PAX9,PAXBP1,PAXBP1P1,PAXIP1,PBDC1,PBK,PBLD,PBOV1,PBRM1,PBX1,PBX2,PBX2P1,PBX3,PBX4,PBXIP1,PC,PCBD1,PCBD2,PCBP1,PCBP2,PCBP2P1,PCBP2P3,PCBP3,PCBP4,PCCA,PCCB,PCDH1,PCDH10,PCDH11X,PCDH11Y,PCDH12,PCDH15,PCDH17,PCDH18,PCDH19,PCDH20,PCDH7,PCDH8,PCDH8P1,PCDH9,PCDHA1,PCDHA10,PCDHA11,PCDHA12,PCDHA13,PCDHA14,PCDHA2,PCDHA3,PCDHA4,PCDHA5,PCDHA6,PCDHA7,PCDHA8,PCDHA9,PCDHAC1,PCDHAC2,PCDHB1,PCDHB10,PCDHB11,PCDHB12,PCDHB13,PCDHB14,PCDHB15,PCDHB16,PCDHB17P,PCDHB18P,PCDHB19P,PCDHB2,PCDHB3,PCDHB4,PCDHB5,PCDHB6,PCDHB7,PCDHB8,PCDHB9,PCDHGA1,PCDHGA10,PCDHGA11,PCDHGA12,PCDHGA2,PCDHGA3,PCDHGA4,PCDHGA5,PCDHGA6,PCDHGA7,PCDHGA8,PCDHGA9,PCDHGB1,PCDHGB2,PCDHGB3,PCDHGB4,PCDHGB5,PCDHGB6,PCDHGB7,PCDHGB8P,PCDHGB9P,PCDHGC3,PCDHGC4,PCDHGC5,PCED1A,PCED1B,PCED1CP,PCF11,PCGF1,PCGF2,PCGF3,PCGF5,PCGF6,PCGF7P,PCID2,PCIF1,PCK1,PCK2,PCLO,PCM1,PCMT1,PCMTD1,PCMTD1P1,PCMTD1P2,PCMTD1P3,PCMTD1P7,PCMTD2,PCNA,PCNAP1,PCNAP3,PCNAP4,PCNP,PCNPP1,PCNPP2,PCNPP3,PCNPP4,PCNPP5,PCNT,PCNX1,PCNX2,PCNX3,PCNX4,PCOLCE,PCOLCE2,PCP2,PCP4,PCP4L1,PCSK1,PCSK1N,PCSK2,PCSK4,PCSK5,PCSK6,PCSK7,PCSK9,PCTP,PCYOX1,PCYOX1L,PCYT1A,PCYT1B,PCYT2,PDAP1,PDC,PDCD1,PDCD10,PDCD11,PDCD1LG2,PDCD2,PDCD2L,PDCD4,PDCD5,PDCD5P1,PDCD5P2,PDCD6,PDCD6IP,PDCD6IPP1,PDCD6IPP2,PDCD7,PDCL,PDCL2,PDCL2P1,PDCL2P2,PDCL3,PDCL3P1,PDCL3P3,PDCL3P4,PDCL3P5,PDCL3P6,PDCL3P7,PDDC1,PDE10A,PDE11A,PDE12,PDE1A,PDE1B,PDE1C,PDE2A,PDE3A,PDE3B,PDE4A,PDE4B,PDE4C,PDE4D,PDE4DIP,PDE4DIPP1,PDE5A,PDE6A,PDE6B,PDE6C,PDE6D,PDE6G,PDE6H,PDE7A,PDE7B,PDE8A,PDE8B,PDE9A,PDF,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PDGFRL,PDHA1,PDHA1P1,PDHA2,PDHB,PDHX,PDIA2,PDIA3,PDIA3P1,PDIA3P2,PDIA4,PDIA5,PDIA6,PDIK1L,PDILT,PDK1,PDK2,PDK3,PDK4,PDLIM1,PDLIM1P1,PDLIM1P2,PDLIM1P3,PDLIM1P4,PDLIM2,PDLIM3,PDLIM4,PDLIM5,PDLIM7,PDP1,PDP2,PDPK1,PDPK2P,PDPN,PDPR,PDRG1,PDS5A,PDS5B,PDSS1,PDSS1P1,PDSS1P2,PDSS2,PDX1,PDXDC1,PDXDC2P,PDXK,PDXP,PDYN,PDZD11,PDZD2,PDZD3,PDZD4,PDZD7,PDZD8,PDZD9,PDZK1,PDZK1IP1,PDZK1P1,PDZPH1P,PDZRN3,PDZRN4,PEA15,PEAK1,PEAR1,PEBP1,PEBP1P1,PEBP1P2,PEBP1P3,PEBP4,PECAM1,PECR,PEF1,PEG10,PEG3,PELI1,PELI2,PELI3,PELO,PELP1,PEMT,PENK,PEPD,PER1,PER2,PER3,PERM1,PERP,PES1,PES1P1,PES1P2,PET100,PET117,PEX1,PEX10,PEX11A,PEX11B,PEX11G,PEX12,PEX12P1,PEX13,PEX14,PEX16,PEX19,PEX2,PEX26,PEX3,PEX5,PEX5L,PEX6,PEX7,PF4,PF4V1,PFAS,PFDN1,PFDN2,PFDN4,PFDN5,PFDN6,PFKFB1,PFKFB2,PFKFB3,PFKFB4,PFKL,PFKM,PFKP,PFN1,PFN1P1,PFN1P10,PFN1P11,PFN1P12,PFN1P2,PFN1P3,PFN1P4,PFN1P6,PFN1P8,PFN1P9,PFN2,PFN3,PFN4,PGA3,PGA4,PGA5,PGAM1,PGAM1P1,PGAM1P10,PGAM1P11,PGAM1P12,PGAM1P13,PGAM1P2,PGAM1P3,PGAM1P4,PGAM1P5,PGAM1P6,PGAM1P7,PGAM1P9,PGAM2,PGAM3P,PGAM4,PGAM4P1,PGAM4P2,PGAM5,PGAM5P1,PGAP1,PGAP2,PGAP3,PGBD1,PGBD2,PGBD3,PGBD4,PGBD4P1,PGBD4P2,PGBD4P3,PGBD4P4,PGBD4P5,PGBD4P6,PGBD4P8,PGBD5,PGC,PGCP1,PGD,PGDP1,PGF,PGGT1B,PGGT1BP1,PGGT1BP2,PGK1,PGK1P2,PGK2,PGLS,PGLYRP1,PGLYRP2,PGLYRP3,PGLYRP4,PGM1,PGM2,PGM2L1,PGM3,PGM5,PGM5P2,PGM5P4,PGP,PGPEP1,PGPEP1L,PGR,PGRMC1,PGRMC2,PGS1,PHACTR1,PHACTR2,PHACTR2P1,PHACTR3,PHACTR4,PHAX,PHB,PHB2,PHB2P1,PHBP1,PHBP10,PHBP11,PHBP12,PHBP13,PHBP14,PHBP15,PHBP16,PHBP17,PHBP18,PHBP19,PHBP2,PHBP20,PHBP21,PHBP3,PHBP4,PHBP5,PHBP6,PHBP7,PHBP8,PHBP9,PHC1,PHC1P1,PHC2,PHC3,PHEX,PHF1,PHF10,PHF11,PHF12,PHF13,PHF14,PHF19,PHF2,PHF20,PHF20L1,PHF21A,PHF21B,PHF23,PHF24,PHF2P2,PHF3,PHF5A,PHF5CP,PHF6,PHF7,PHF8,PHGDH,PHGR1,PHIP,PHKA1,PHKA1P1,PHKA2,PHKB,PHKBP1,PHKBP2,PHKG1,PHKG1P1,PHKG1P2
GSM1157673,47,2,1059,11,11,0,22,2,180,315,4,0,0,0,0,0,53,24,247,1569,25,492,3,118,5,1749,144,174,0,77,701,78,170,1585,3,0,2,1978,0,0,1,4,0,8,0,7,0,95,0,0,0,0,111,53,34,3,3,34,5477,1141,7,494,51,201,354,80,158,116,0,0,0,0,3,2,201,81,282,174,113,185,6,18,1,8,8,26,781,10,2,2,446,137,17,0,0,0,0,191,297,230,339,298,318,1,0,373,175,194,213,2,3,11,251,61,673,28,162,225,27,106,31,336,18,851,0,0,0,1,5,0,0,0,263,100,75,1003,85,128,52,315,506,475,1439,18,29,391,359,3835,371,531,26,2188,1,37,65,0,627,107,22,0,0,9,0,0,36,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,12,0,0,0,0,0,1,0,0,3,0,4,1,0,0,0,1,0,0,3,0,0,0,0,2,0,1,129,0,0,0,0,3,1,0,0,0,0,2,29,1,1,0,1,1,0,11,0,12,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,3,2,46,1,13,15,0,0,0,1,0,0,0,0,0,2,0,1,0,10,0,0,0,0,1,6,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,25,8,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,176,0,90,19,1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,13,271,0,39,0,1626,0,1163,590,654,56,0,910,162,1312,0,360,61,1082,238,272,74,3052,5506,2,0,45,2739,181,1040,1063,240,1,2,29,3,1755,128,4432,0,64,36,0,787,11,18,142,23,4,8,137,59,39,3,1,3,7,11,59,260,29,231,42,18,27,339,26,5,1,3,2,102,2,2,374,4,7,2,185,23,15,6,1,8,3,18,5,269,8,20,49,10,14,6,7,412,11,9,4,2,8731,43,51,927,1,0,990,140,450,1299,2095,493,0,1016,462,1,261,2,2706,1742,225,0,0,0,0,1081,2955,0,1,0,2028,3,0,0,0,0,1389,3942,341,899,886,71,198,0,8,0,6,285,11,23,18,17,1018,2,90,667,324,1050,325,450,2631,1,0,544,1440,48,859,134,990,1472,0,0,1000,1396,2,7,460,416,0,0,0,426,0,0,4,9,0,0,816,498,7,541,1,1,16,328,23,421,193,1000,10,175,2270,2,21,12,7,1,291,2,4,594,12,665,185,521,80,820,322,376,0,26,377,97,1973,0,0,919,576,9,8672,38,0,7622,397,12152,237,2,1337,172,293,460,335,0,0,0,2,358,426,833,905,748,10529,473,1030,118,0,1682,314,2737,990,194,0,0,149,0,1073,62,1638,1108,1,1052,181,1,1584,26,691,1,12,0,0,0,543,0,6120,1207,15,3383,0,0,0,0,281,149,755,15117,2712,1271,220,96,376,1062,193,0,610,390,149,441,3,6,1094,0,0,242,216,603,372,15,326,8,109,0,681,296,156,1332,386,982,292,723,5,588,84,0,0,1107,745,1621,376,1398,456,3,87,2203,1064,1817,1306,3257,7330,4,0,0,0,72,2,0,3,2,0,3234,0,4,0,3,4,11481,0,1,0,0,0,0,0,0,10,0,6,0,0,0,15,0,0,851,0,2666,276,73,118,60,0,111,0,0,0,0,0,0,0,438,0,0,4693,0,450,488,0,0,24274,6,4,453,1,0,0,0,1313,618,767,1171,394,35,0,787,345,1,0,1699,1069,433,10,58,0,4,1556,747,1653,2430,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1084,137,4929,1075,87,916,1843,346,772,923,1808,1879,969,715,778,939,368,680,5,0,855,489,0,2318,39,1324,2785,0,943,884,9,517,525,0,0,32,0,1
GSM1156858,87,99,3710,4,5,0,44,0,446,233,14,0,0,0,0,0,46,76,345,257,52,605,4,299,7,1805,255,158,0,82,375,96,428,56,2,0,0,156,0,0,0,8,0,2,0,10,2,19,0,0,0,0,245,7,21,26,5,8,882,183,26,170,9,316,22,6,38,233,0,13,29,1,21,39,430,206,323,58,866,201,3,0,0,552,216,286,346,104,50,0,3,27,219,0,0,0,0,3,363,228,835,968,612,0,0,301,159,46,7,43,16,14,186,125,497,18,110,72,8,400,87,262,52,498,1,0,0,0,0,0,0,0,136,127,91,624,171,229,83,65,133,302,533,4,38,1042,296,496,14,191,97,575,0,130,197,0,94,128,2,0,0,3,0,1,3,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,26,0,0,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,505,0,0,0,0,6,0,0,0,0,0,1,109,5,2,0,0,0,0,41,0,3,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,2,13,0,50,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,109,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1,1,4,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,3,2,10,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,39,3,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,60,0,25,44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,5,309,0,94,2,3787,0,2421,985,1600,107,0,2376,1108,2039,3,660,53,1037,837,448,176,6518,13087,3,0,93,6471,409,2076,1279,347,3,0,30,5,1131,447,6030,3,225,82,0,1471,2,42,334,36,5,3,194,35,54,2,12,8,0,11,61,125,17,324,66,18,26,486,28,6,4,3,4,16,1,1,757,7,11,0,155,28,26,5,3,12,1,53,9,1046,29,28,16,16,9,7,21,564,24,9,2,7,16559,34,92,1755,3,0,1600,301,976,2659,1849,868,0,2150,792,1,161,7,5513,2940,367,0,0,0,0,2865,6532,0,1,0,4404,4,0,0,0,0,2677,2975,508,1832,1822,169,566,1,4,1,4,384,22,39,20,11,1635,3,147,1426,738,1887,624,913,5737,1,2,849,3473,9,2130,282,2133,2718,0,0,2098,3095,5,13,914,745,0,0,0,1080,0,0,3,9,0,0,1395,789,8,1010,0,4,7,986,11,1133,305,1778,20,151,3029,1,39,26,16,6,485,3,0,1614,59,888,185,1280,219,1864,732,975,0,68,410,53,4144,0,0,1982,961,37,17003,47,0,15001,601,21752,652,3,1249,326,302,511,86,1,0,0,4,533,648,1632,1577,1267,12940,1104,1725,225,2,2693,645,5817,2077,533,0,1,409,0,1860,97,1770,2222,0,1916,24,0,2191,44,1748,1,26,0,0,0,1220,0,10252,1840,10,8026,0,0,0,0,516,301,1595,37515,7140,1335,572,137,560,2132,344,0,1450,462,218,689,6,1,3000,0,0,543,480,1406,779,43,407,6,115,0,1450,442,278,2556,810,1577,548,1525,10,1179,149,0,0,3066,1538,2889,1016,3058,889,14,241,2991,493,2384,2996,4591,15646,3,0,0,1,143,4,4,9,5,0,5742,0,2,1,0,0,13546,0,0,0,0,0,0,0,1,9,0,6,0,6,0,14,0,0,2114,0,3455,356,199,328,205,0,195,0,0,0,0,0,0,0,987,0,0,10968,5,143,880,0,0,31994,11,6,925,2,0,0,0,2214,1359,1476,2025,763,51,0,1626,736,0,0,3511,1927,724,8,87,3,5,1240,1501,4276,5996,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,9,2542,213,9143,1015,139,1128,4406,95,1551,1661,4485,3518,1986,1688,1858,1227,704,1407,2,0,1751,995,0,5480,76,2566,5986,0,2033,1738,0,833,1067,0,0,34,0,0
GSM1156904,43,1,948,19,17,1,23,0,158,312,2,0,0,1,0,0,49,19,191,1247,41,470,3,105,6,1751,135,161,0,80,564,67,170,1878,1,0,0,1753,0,0,0,4,0,9,0,6,0,108,1,0,0,0,87,29,26,2,0,24,5931,1177,3,422,44,212,286,76,142,93,0,0,0,1,2,1,218,84,267,162,96,175,9,16,2,5,12,16,694,5,0,3,440,107,25,0,0,0,0,134,212,261,278,291,308,0,0,380,139,161,208,3,3,9,218,48,671,39,82,266,20,95,9,305,17,923,0,0,0,1,5,0,0,0,214,116,57,894,56,125,49,289,628,347,1168,18,37,399,294,3350,363,483,14,2213,1,32,73,1,705,125,29,0,0,6,0,0,32,42,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,4,3,0,0,0,0,0,15,0,3,0,4,0,0,18,0,24,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9,4,2,0,38,0,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,7,0,0,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,1,0,74,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,17,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,31,2,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,231,0,128,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,137,0,8,433,1,379,4,250,0,819,173,358,94,0,1340,34,530,0,1120,21,208,357,1070,58,5560,12386,2,0,200,1383,150,466,8,41,3,3,2,18,57,52,0,0,127,0,1,1104,3,12,0,0,0,0,0,0,50,0,0,8,0,1,0,0,11,24,12,3,38,38,4,51,2,4,4,14,1,3,8,16,29,10,23,25,70,3,1,12,6,14,8,8,12,16,80,18,29,11,2,2,11,17,2,0,1659,24,209,64,58,0,365,659,2136,600,707,158,0,920,987,3,85,165,1012,754,210,0,0,0,0,120,1137,0,0,0,1304,7,0,7,0,0,844,1290,478,996,834,813,382,4,0,0,228,9,6,5,899,25,629,0,201,912,126,1485,156,516,2109,0,0,549,1747,173,1001,388,219,1270,0,0,1094,4001,1,8,250,264,0,0,0,220,0,0,0,0,0,0,612,25,12,717,9,3,5,47,6,20,255,236,5,254,3348,0,157,24,4,4,294,1,0,299,20,660,48,2,115,215,1,675,2,41,268,1,1069,0,0,623,649,0,5045,42,0,3685,214,2209,68,1,317,497,123,20,3426,0,0,0,1,476,12,8,2246,3697,1016,330,503,48,1039,589,353,1542,625,420,1,0,275,0,1314,57,1863,177,0,1965,11,0,6,28,966,6,10,0,0,0,475,0,13454,799,8,3228,0,1,0,1,35,65,1195,2688,7,43,91,310,820,892,449,2,590,324,375,283,98,541,2903,0,0,169,47,229,388,89,180,2,128,0,176,811,301,871,318,868,213,375,9,82,27,0,0,1044,1022,749,411,2938,520,1,83,903,265,783,679,8836,33600,2,1,0,0,67,3,3,0,0,0,4059,0,16,0,1,0,6415,0,0,0,0,0,0,0,2,2,0,13,0,0,0,3,0,0,828,0,131,121,36,92,63,0,126,0,0,0,0,0,0,0,5,0,0,3988,0,36,298,0,0,7728,0,0,1401,0,2,0,2,1309,456,48,645,20,44,0,426,520,2,0,1678,643,321,242,524,1,21,1337,412,3257,7073,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,6,0,0,5,312,68,4118,1931,61,381,221,154,1112,255,450,1278,367,844,836,643,5,817,0,0,631,453,0,535,41,862,2683,2,468,272,0,226,723,0,0,9,0,1
